similarity;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};152;strada dionisie lupu 55;1145;strada lupu dionisie 37
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};153;calea dorobantilor 99;666;calea dorobantilor 39
{"matched":[0,2,4],"matchScore":[1,0.37142857142857144,1],"exact":2,"score":2.3714285714285714,"order":0.7333333333333334,"size":0.2};154;strada drobeta 3-5;1244;strada mendeleev d i 35
{"matched":[0,3,4],"matchScore":[1,0.35714285714285715,1],"exact":2,"score":2.357142857142857,"order":0.6444444444444446,"size":0.2};155;strada eforiei 8;1618;strada robescu c f 8
{"matched":[0,3,2,4],"matchScore":[1,0.2333333333333333,0.43333333333333335,1],"exact":2,"score":2.666666666666667,"order":0.7000000000000002,"size":0.2};156;strada elena cuza 10;1557;strada putul cu plopi 10
{"matched":[0,1,2,3],"matchScore":[1,0.32857142857142857,0.2943121693121693,1],"exact":2,"score":2.6228835978835976,"order":1,"size":0.25};157;strada emanoil bacaloglu 2;1218;strada mavrogheni nicolae 2
{"matched":[0,1,2,4],"matchScore":[1,0.335978835978836,0.36875,1],"exact":2,"score":2.704728835978836,"order":0.8499999999999999,"size":0.2};158;strada episcopul chesarie 18;1628;strada robescu c f 18
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};159;strada eugeniu carada 3;15;strada carada eugeniu 1-3
{"matched":[0,3,2,4],"matchScore":[1,0.37142857142857144,0.3541666666666667,1],"exact":2,"score":2.725595238095238,"order":0.7000000000000002,"size":0.2};160;strada felicia racovita 5;1615;strada robescu c f 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":1,"size":0.25};161;bulevardul ferdinand i 87;780;bulevardul ferdinand i 89a
{"matched":[0,1,2],"matchScore":[1,1,0.29999999999999993],"exact":2,"score":2.3,"order":1,"size":0.3333333333333333};162;calea floreasca 145;790;calea floreasca 159
{"matched":[0,1,2],"matchScore":[1,0.46370370370370373,0.42],"exact":1,"score":1.8837037037037037,"order":1,"size":0.3333333333333333};163;strada fluierului 17-17b;811;strada fluviului 17
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};164;strada franceza 6;844;strada franceza 62
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};165;strada franceza 52;825;strada franceza 12
{"matched":[0,1,2],"matchScore":[1,0.31164021164021166,1],"exact":2,"score":2.3116402116402117,"order":1,"size":0.3333333333333333};166;strada gabroveni 22;647;strada doamnei 22
{"matched":[0,1,3],"matchScore":[1,0.27037037037037037,1],"exact":2,"score":2.2703703703703706,"order":0.7777777777777777,"size":0.25};167;strada gabroveni 59;1209;strada matei basarab 59
{"matched":[0,2,3],"matchScore":[1,0.3523809523809524,1],"exact":2,"score":2.3523809523809525,"order":0.7777777777777777,"size":0.25};168;strada gabroveni 12;29;strada alexandrescu grigore 12
{"matched":[0,1,2,3,-1],"matchScore":[0.29444444444444445,1,1,1,0],"exact":3,"score":3.2944444444444443,"order":1,"size":0.2};169;strada garii de nord 6-8;855;piata garii de nord 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};170;strada george enescu 5;754;strada enescu george 38
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};171;strada george enescu 21;754;strada enescu george 38
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};172;bulevardul gheorghe magheru 22;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};173;bulevardul gheorghe magheru 29;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};174;bulevardul gheorghe magheru 27;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};175;bulevardul gheorghe magheru 6-8;801;bulevardul magheru gheorghe 8
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};176;strada gina patrichi 5;1416;strada patrichi gina 10
{"matched":[0,2,1,4],"matchScore":[1,0.9333333333333333,0.2113095238095238,0.925],"exact":1,"score":3.069642857142857,"order":0.7,"size":0.2};177;strada gina patrichi 6a;1006;strada ionescu gion gh 6
{"matched":[0,1,2],"matchScore":[1,0.32083333333333336,0.42500000000000004],"exact":1,"score":1.7458333333333333,"order":1,"size":0.3333333333333333};178;soseaua giurgiului 38;886;soseaua iancului 3
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};179;strada grigore alexandrescu 70;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.30833333333333335,1],"exact":3,"score":3.3083333333333336,"order":0.75,"size":0.25};180;strada grigore cobalcescu 6;27;strada alexandrescu grigore 6
{"matched":[0,2,1,3],"matchScore":[1,1,0.30833333333333335,0.35],"exact":2,"score":2.6583333333333337,"order":0.75,"size":0.25};181;strada grigore cobalcescu 16;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};182;strada grigore cobalcescu 27;996;strada ionescu grigore 28
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};183;strada grigore cobalcescu 30;997;strada ionescu grigore 34
{"matched":[0,2,1,3],"matchScore":[1,0.3871428571428571,0.28194444444444444,1],"exact":2,"score":2.6690873015873016,"order":0.75,"size":0.25};184;strada grigore cobalcescu 38;754;strada enescu george 38
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};185;strada grigore cobalcescu 41;998;strada ionescu grigore 40
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.32499999999999996],"exact":2,"score":2.644047619047619,"order":0.75,"size":0.25};186;strada grigore cobalcescu 43a;998;strada ionescu grigore 40
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};187;strada grigore cobalcescu 51;999;strada ionescu grigore 52
{"matched":[0,1,2],"matchScore":[1,1,0.4111111111111111],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};188;calea grivitei 103;932;calea grivitei 105
{"matched":[0,1,2],"matchScore":[1,1,0.39999999999999997],"exact":2,"score":2.4,"order":1,"size":0.3333333333333333};189;calea grivitei 107-109;893;calea grivitei 11
{"matched":[0,1,2],"matchScore":[1,1,0.4111111111111111],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};190;calea grivitei 125;935;calea grivitei 121
{"matched":[0,1,2],"matchScore":[1,1,0.45555555555555555],"exact":2,"score":2.4555555555555557,"order":1,"size":0.3333333333333333};191;calea grivitei 238;896;calea grivitei 23
{"matched":[0,1,2],"matchScore":[1,0.4111111111111111,1],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};192;strada halelor 1;950;strada halmeu 1
{"matched":[0,3,4],"matchScore":[1,0.35714285714285715,1],"exact":2,"score":2.357142857142857,"order":0.6444444444444446,"size":0.2};193;strada halelor 3;374;strada caragiale i l 3
{"matched":[0,1,3,4],"matchScore":[1,0.28095238095238095,0.38,1],"exact":2,"score":2.6609523809523807,"order":0.8,"size":0.2};194;strada iacob felix 12;1622;strada robescu c f 12
{"matched":[0,2,1,4],"matchScore":[1,0.38,0.22916666666666666,1],"exact":2,"score":2.609166666666667,"order":0.7,"size":0.2};195;strada iacob negruzzi 32;375;strada caragiale i l 32
{"matched":[0,3,2,4],"matchScore":[1,0.32142857142857145,0.3333333333333333,1],"exact":2,"score":2.6547619047619047,"order":0.7000000000000002,"size":0.2};196;strada ilarie chendi 17;995;strada institutul medico militar 1-7
{"matched":[0,2,-1,1,4],"matchScore":[1,0.9666666666666667,0,0.2698412698412698,1],"exact":2,"score":3.2365079365079366,"order":0.6499999999999999,"size":0.2};197;strada ioan budai deleanu 2;546;strada coravu ion maior 2
{"matched":[0,2,1,3],"matchScore":[1,0.9666666666666667,0.28035714285714286,1],"exact":2,"score":3.2470238095238098,"order":0.75,"size":0.25};198;strada ioan filitti 6;797;strada florescu ion 6
{"matched":[0,2,1,3],"matchScore":[1,1,0.27777777777777773,1],"exact":3,"score":3.2777777777777777,"order":0.75,"size":0.25};199;strada ion andreescu 5;295;strada brezoianu ion 5
{"matched":[0,2,1,3],"matchScore":[1,1,0.3634259259259259,1],"exact":3,"score":3.363425925925926,"order":0.75,"size":0.25};200;strada ion andreescu 24;1976;strada voinescu ion 24
{"matched":[0,3,1,4],"matchScore":[1,1,0.39021164021164023,0.32499999999999996],"exact":2,"score":2.71521164021164,"order":0.5999999999999999,"size":0.2};201;strada ion andreescu 26a;1590;strada radulescu heliade ion 27
{"matched":[0,2,1,3],"matchScore":[1,1,0.26157407407407407,1],"exact":3,"score":3.261574074074074,"order":0.75,"size":0.25};202;strada ion brezoianu 6;797;strada florescu ion 6
{"matched":[0,2,1,3],"matchScore":[1,1,0.24074074074074073,1],"exact":3,"score":3.240740740740741,"order":0.75,"size":0.25};203;strada ion brezoianu 38;1263;strada minulescu ion 38
{"matched":[0,2,1,3],"matchScore":[1,1,0.24074074074074073,0.9555555555555555],"exact":2,"score":3.196296296296296,"order":0.75,"size":0.25};204;strada ion brezoianu 38a;1263;strada minulescu ion 38
{"matched":[0,2,1,3],"matchScore":[1,1,0.24074074074074073,1],"exact":3,"score":3.240740740740741,"order":0.75,"size":0.25};205;strada ion brezoianu 46;1264;strada minulescu ion 46
{"matched":[0,2,1,3],"matchScore":[1,1,0.24166666666666667,1],"exact":3,"score":3.2416666666666667,"order":0.75,"size":0.25};206;strada ion campineanu 9;799;strada florescu ion 9
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};207;strada ion campineanu 12;480;strada campineanu ion 16
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.925],"exact":3,"score":3.925,"order":0.75,"size":0.25};208;strada ion campineanu 22;479;strada campineanu ion 2
{"matched":[0,1,2,3],"matchScore":[1,0.3333333333333333,1,1],"exact":3,"score":3.333333333333333,"order":1,"size":0.25};209;strada ion ghica 3;632;strada doamna ghica 3
{"matched":[0,2,-1,1,3],"matchScore":[1,1,0,0.3340740740740741,1],"exact":3,"score":3.334074074074074,"order":0.5999999999999999,"size":0.25};210;strada ion luca caragiale 28;482;strada campineanu ion 28
{"matched":[0,2,3],"matchScore":[1,0.26875,1],"exact":2,"score":2.26875,"order":0.7777777777777777,"size":0.25};211;intrarea italiana 4;1971;intrarea voicu ion 4
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};212;strada jean louis calderon 22;338;strada calderon jean louis 7-9
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.35],"exact":4,"score":4.35,"order":0.6800000000000002,"size":0.2};213;strada jean louis calderon 36;341;strada calderon jean louis 33
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.35],"exact":4,"score":4.35,"order":0.6800000000000002,"size":0.2};214;strada jean louis calderon 59;343;strada calderon jean louis 50
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};215;strada jean louis calderon 61;338;strada calderon jean louis 7-9
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};216;strada jean louis calderon 2;338;strada calderon jean louis 7-9
{"matched":[0,1,3,2,4],"matchScore":[1,0.21825396825396826,0.36875,0.38,1],"exact":2,"score":2.967003968253968,"order":0.8399999999999999,"size":0.2};217;strada joliot frederic curie 15;1625;strada robescu c f 15
{"matched":[0,1,2,3],"matchScore":[1,0.21296296296296294,0.373015873015873,1],"exact":2,"score":2.585978835978836,"order":1,"size":0.25};218;strada joseph lister 11;1120;strada logofatul udriste 11
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};219;strada jules michelet 1;1245;strada michelet jules 8
{"matched":[0,1,2],"matchScore":[1,0.29365079365079366,1],"exact":2,"score":2.2936507936507935,"order":1,"size":0.3333333333333333};220;strada justitiei 29;473;strada cauzasi 29
{"matched":[0,1,3],"matchScore":[1,0.2916666666666667,1],"exact":2,"score":2.291666666666667,"order":0.7777777777777777,"size":0.25};221;strada labirint 31;73;strada aman theodor 31
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};222;bulevardul lascar catargiu 44;401;bulevardul catargiu lascar 40
{"matched":[0,2,3,4],"matchScore":[1,0.32830687830687827,0.2976190476190476,1],"exact":2,"score":2.6259259259259258,"order":0.8500000000000001,"size":0.2};223;strada leonida varnali 17;573;strada cuza alexandru ioan 17
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};224;strada lipscani 70;1050;strada lipscani 77
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};225;strada lipscani 75;1050;strada lipscani 77
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};226;strada lipscani 12;1069;strada lipscani 1
{"matched":[0,1,2],"matchScore":[1,0.37619047619047613,1],"exact":2,"score":2.376190476190476,"order":1,"size":0.3333333333333333};227;strada lipscani 21;1108;strada lizeanu 21
{"matched":[0,3,4],"matchScore":[1,0.3541666666666667,1],"exact":2,"score":2.354166666666667,"order":0.6444444444444446,"size":0.2};228;strada lipscani 29;1243;strada mendeleev d i 29
{"matched":[0,1,2],"matchScore":[1,1,0.375],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};229;strada lipscani 31-33;1069;strada lipscani 1
{"matched":[0,1,2],"matchScore":[1,0.3898809523809524,1],"exact":2,"score":2.3898809523809526,"order":1,"size":0.3333333333333333};230;strada lipscani 57;973;strada icoanei 57
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};231;strada lipscani 61;1089;strada lipscani 66
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};232;strada lipscani 94;1072;strada lipscani 24
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};233;strada lizeanu 18;812;strada lizeanu 13
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};234;strada lizeanu 19a;1106;strada lizeanu 19
{"matched":[0,1,2,3,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":1,"size":0.2};235;strada logofatul luca stroici 1;1117;strada logofatul luca stroici 33a
{"matched":[0,1,2,3,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":1,"size":0.2};236;strada logofatul luca stroici 7;1117;strada logofatul luca stroici 33a
{"matched":[0,1,2],"matchScore":[1,1,0.43333333333333335],"exact":2,"score":2.4333333333333336,"order":1,"size":0.3333333333333333};237;strada londra 16-20;11;strada londra 16
{"matched":[0,2,3],"matchScore":[1,0.3666666666666667,1],"exact":2,"score":2.3666666666666667,"order":0.7777777777777777,"size":0.25};238;strada lunii 2;5;strada 11 iunie 2
{"matched":[0,2,3],"matchScore":[1,0.38,1],"exact":2,"score":2.38,"order":0.7777777777777777,"size":0.25};239;strada lunii 8;225;strada blank louis 8
{"matched":[0,1,2],"matchScore":[1,0.31666666666666665,1],"exact":2,"score":2.3166666666666664,"order":1,"size":0.3333333333333333};240;strada mantuleasa 42;841;strada franceza 42
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};241;strada maria rosetti 10;1695;strada rosetti maria 15
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};242;strada maria rosetti 53;1695;strada rosetti maria 15
{"matched":[0,3,4],"matchScore":[1,0.36875,1],"exact":2,"score":2.36875,"order":0.6444444444444446,"size":0.2};243;strada matasari 12;193;strada berthelot h m 12
{"matched":[0,1,3],"matchScore":[1,0.2916666666666667,1],"exact":2,"score":2.291666666666667,"order":0.7777777777777777,"size":0.25};244;strada matasari 44;285;strada bratianu gheorghe 44
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};245;strada matei basarab 31;1205;strada matei basarab 51
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};246;strada matei voievod 18;1212;strada matei voievod 22a
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};247;strada mihai eminescu 37;742;strada eminescu mihai 27
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.39999999999999997],"exact":3,"score":3.4,"order":0.75,"size":0.25};248;strada mihai eminescu 159;753;strada eminescu mihai 149
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.39999999999999997],"exact":3,"score":3.4,"order":0.75,"size":0.25};249;strada mihai eminescu 173;746;strada eminescu mihai 103
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};250;bulevardul mihail kogalniceanu 15-17;1057;bulevardul kogalniceanu mihail 50
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};251;bulevardul mihail kogalniceanu 23;1056;bulevardul kogalniceanu mihail 36-46
{"matched":[0,1,2,3],"matchScore":[1,0.29444444444444445,0.3685714285714286,1],"exact":2,"score":2.663015873015873,"order":1,"size":0.25};252;strada poiana narciselor 7;1010;strada iorga nicolae 7
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};253;bulevardul mihail kogalniceanu 29;1056;bulevardul kogalniceanu mihail 36-46
