similarity;a_score;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;147;strada dianei 5;626;strada dianei 9
{"matched":[0,2,1,-1],"matchScore":[1,1,0.3055555555555555,0],"exact":2,"score":2.3055555555555554,"order":0.6666666666666667,"size":0.25};1103.0555555555557;148;strada dimitrie bolintineanu 5;1565;strada racovita dimitrie 12
{"matched":[0,2,1,-1],"matchScore":[1,1,0.48333333333333334,0],"exact":2,"score":2.4833333333333334,"order":0.6666666666666667,"size":0.25};1104.8333333333333;149;strada dimitrie onciul 29;1363;strada onciu dimitrie 31
{"matched":[0,2,1,-1],"matchScore":[1,1,0.21825396825396826,0],"exact":2,"score":2.2182539682539684,"order":0.6666666666666667,"size":0.25};1102.1825396825398;150;strada dimitrie salmen 28;1364;strada orbescu dimitrie 12
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;151;strada dionisie lupu 53;1145;strada lupu dionisie 37
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;152;strada dionisie lupu 55;1145;strada lupu dionisie 37
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;153;calea dorobantilor 99;666;calea dorobantilor 39
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;154;strada drobeta 3-5;670;strada drobeta 11
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;155;strada eforiei 8;718;strada eforiei 2
{"matched":[0,1,2,3],"matchScore":[1,0.41111111111111115,0.22916666666666666,1],"exact":2,"score":2.640277777777778,"order":1,"size":0.25};1044.4027777777778;156;strada elena cuza 10;1812;strada stelea spatarul 10
{"matched":[0,2,1,-1],"matchScore":[1,1,0.24074074074074073,0],"exact":2,"score":2.240740740740741,"order":0.6666666666666667,"size":0.25};1102.4074074074074;157;strada emanoil bacaloglu 2;1526;strada porumbaru emanoil 12
{"matched":[0,1,2,-1],"matchScore":[1,1,0.22916666666666666,0],"exact":2,"score":2.2291666666666665,"order":1,"size":0.25};1102.2916666666667;158;strada episcopul chesarie 18;756;strada episcopul radu 29
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;159;strada eugeniu carada 3;15;strada carada eugeniu 1-3
{"matched":[0,3,2,4],"matchScore":[1,0.37142857142857144,0.3541666666666667,1],"exact":2,"score":2.725595238095238,"order":0.7000000000000002,"size":0.2};1041.6845238095239;160;strada felicia racovita 5;1615;strada robescu c f 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":1,"size":0.25};1110.325;161;bulevardul ferdinand i 87;780;bulevardul ferdinand i 89a
{"matched":[0,1,2],"matchScore":[1,1,0.29999999999999993],"exact":2,"score":2.3,"order":1,"size":0.3333333333333333};110.3;162;calea floreasca 145;790;calea floreasca 159
{"matched":[0,1,2],"matchScore":[1,0.46370370370370373,0.42],"exact":1,"score":1.8837037037037037,"order":1,"size":0.3333333333333333};105.05703703703703;163;strada fluierului 17-17b;811;strada fluviului 17
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;164;strada franceza 6;844;strada franceza 62
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;165;strada franceza 52;825;strada franceza 12
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;166;strada gabroveni 22;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;167;strada gabroveni 59;527;strada gabroveni 
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;168;strada gabroveni 12;527;strada gabroveni 
{"matched":[0,3,2,-1,-1],"matchScore":[1,0.34861111111111115,1,0,0],"exact":2,"score":2.3486111111111114,"order":0.6444444444444446,"size":0.2};10448.611111111111;169;strada garii de nord 6-8;571;strada cutitul de argint 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;170;strada george enescu 5;754;strada enescu george 38
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;171;strada george enescu 21;754;strada enescu george 38
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;172;bulevardul gheorghe magheru 22;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;173;bulevardul gheorghe magheru 29;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;174;bulevardul gheorghe magheru 27;1153;bulevardul magheru gheorghe 12-14
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;175;bulevardul gheorghe magheru 6-8;801;bulevardul magheru gheorghe 8
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;176;strada gina patrichi 5;1416;strada patrichi gina 10
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;177;strada gina patrichi 6a;1416;strada patrichi gina 10
{"matched":[0,1,2],"matchScore":[1,0.32083333333333336,0.42500000000000004],"exact":1,"score":1.7458333333333333,"order":1,"size":0.3333333333333333};103.63333333333333;178;soseaua giurgiului 38;886;soseaua iancului 3
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1110.3333333333333;179;strada grigore alexandrescu 70;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.30833333333333335,1],"exact":3,"score":3.3083333333333336,"order":0.75,"size":0.25};1104.0833333333333;180;strada grigore cobalcescu 6;27;strada alexandrescu grigore 6
{"matched":[0,2,1,3],"matchScore":[1,1,0.30833333333333335,0.35],"exact":2,"score":2.6583333333333337,"order":0.75,"size":0.25};1103.4333333333332;181;strada grigore cobalcescu 16;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;182;strada grigore cobalcescu 27;996;strada ionescu grigore 28
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;183;strada grigore cobalcescu 30;997;strada ionescu grigore 34
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;184;strada grigore cobalcescu 38;997;strada ionescu grigore 34
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;185;strada grigore cobalcescu 41;998;strada ionescu grigore 40
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.32499999999999996],"exact":2,"score":2.644047619047619,"order":0.75,"size":0.25};1103.5154761904762;186;strada grigore cobalcescu 43a;998;strada ionescu grigore 40
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;187;strada grigore cobalcescu 51;999;strada ionescu grigore 52
{"matched":[0,1,2],"matchScore":[1,1,0.4111111111111111],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};110.41111111111111;188;calea grivitei 103;932;calea grivitei 105
{"matched":[0,1,2],"matchScore":[1,1,0.39999999999999997],"exact":2,"score":2.4,"order":1,"size":0.3333333333333333};110.4;189;calea grivitei 107-109;893;calea grivitei 11
{"matched":[0,1,2],"matchScore":[1,1,0.4111111111111111],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};110.41111111111111;190;calea grivitei 125;935;calea grivitei 121
{"matched":[0,1,2],"matchScore":[1,1,0.45555555555555555],"exact":2,"score":2.4555555555555557,"order":1,"size":0.3333333333333333};110.45555555555555;191;calea grivitei 238;896;calea grivitei 23
{"matched":[0,1,2],"matchScore":[1,0.4111111111111111,1],"exact":2,"score":2.411111111111111,"order":1,"size":0.3333333333333333};105.11111111111111;192;strada halelor 1;950;strada halmeu 1
{"matched":[0,3,4],"matchScore":[1,0.35714285714285715,1],"exact":2,"score":2.357142857142857,"order":0.6444444444444446,"size":0.2};104.57142857142857;193;strada halelor 3;679;strada rosetti c a 3
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;194;strada iacob felix 12;773;strada felix iacob 51
{"matched":[0,2,1,-1],"matchScore":[1,1,0.22083333333333333,0],"exact":2,"score":2.220833333333333,"order":0.6666666666666667,"size":0.25};1102.2083333333333;195;strada iacob negruzzi 32;773;strada felix iacob 51
{"matched":[0,2,1,3],"matchScore":[1,0.3825,0.27777777777777773,0.35],"exact":1,"score":2.0102777777777776,"order":0.75,"size":0.25};1041.3777777777777;196;strada ilarie chendi 17;957;strada hasdeu iulia 1a
{"matched":[0,2,1,-1,3],"matchScore":[1,0.9666666666666667,0.26666666666666666,0,1],"exact":2,"score":3.2333333333333334,"order":0.7,"size":0.25};10994.333333333332;197;strada ioan budai deleanu 2;479;strada campineanu ion 2
{"matched":[0,2,1,3],"matchScore":[1,0.9666666666666667,0.28035714285714286,1],"exact":2,"score":3.2470238095238098,"order":0.75,"size":0.25};1100.470238095238;198;strada ioan filitti 6;797;strada florescu ion 6
{"matched":[0,2,1,3],"matchScore":[1,1,0.27777777777777773,1],"exact":3,"score":3.2777777777777777,"order":0.75,"size":0.25};1103.7777777777778;199;strada ion andreescu 5;295;strada brezoianu ion 5
{"matched":[0,2,1,3],"matchScore":[1,1,0.3634259259259259,1],"exact":3,"score":3.363425925925926,"order":0.75,"size":0.25};1104.6342592592594;200;strada ion andreescu 24;1976;strada voinescu ion 24
{"matched":[0,3,1,4],"matchScore":[1,1,0.39021164021164023,0.32499999999999996],"exact":2,"score":2.71521164021164,"order":0.5999999999999999,"size":0.2};1104.2271164021165;201;strada ion andreescu 26a;1590;strada radulescu heliade ion 27
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;202;strada ion brezoianu 6;294;strada brezoianu ion 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;203;strada ion brezoianu 38;294;strada brezoianu ion 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;204;strada ion brezoianu 38a;294;strada brezoianu ion 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;205;strada ion brezoianu 46;294;strada brezoianu ion 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;206;strada ion campineanu 9;479;strada campineanu ion 2
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;207;strada ion campineanu 12;480;strada campineanu ion 16
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.925],"exact":3,"score":3.925,"order":0.75,"size":0.25};1110.925;208;strada ion campineanu 22;479;strada campineanu ion 2
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;209;strada ion ghica 3;863;strada ghica ion 4
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};11110;210;strada ion luca caragiale 28;374;strada caragiale ion luca 3
{"matched":[0,1,-1],"matchScore":[1,0.3898809523809524,0],"exact":1,"score":1.3898809523809523,"order":1,"size":0.3333333333333333};103.89880952380952;211;intrarea italiana 4;224;intrarea bitolia 5
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};11110;212;strada jean louis calderon 22;338;strada calderon jean louis 7-9
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.35],"exact":4,"score":4.35,"order":0.6800000000000002,"size":0.2};11110.35;213;strada jean louis calderon 36;341;strada calderon jean louis 33
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.35],"exact":4,"score":4.35,"order":0.6800000000000002,"size":0.2};11110.35;214;strada jean louis calderon 59;343;strada calderon jean louis 50
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};11110;215;strada jean louis calderon 61;338;strada calderon jean louis 7-9
{"matched":[0,2,3,1,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":0.6000000000000001,"size":0.2};11110;216;strada jean louis calderon 2;338;strada calderon jean louis 7-9
{"matched":[0,1,2,-1,3],"matchScore":[1,0.3333333333333333,0.23611111111111108,0,0.35],"exact":1,"score":1.9194444444444443,"order":0.8499999999999999,"size":0.25};10357.294444444446;217;strada joliot frederic curie 15;1484;strada polizu gheorghe 1-7
{"matched":[0,2,1,3],"matchScore":[1,0.35000000000000003,0.21527777777777776,1],"exact":2,"score":2.5652777777777778,"order":0.75,"size":0.25};1038.1527777777778;218;strada joseph lister 11;713;strada dumbrava rosie 11
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;219;strada jules michelet 1;1245;strada michelet jules 8
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;220;strada justitiei 29;1026;strada justitiei 36
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;221;strada labirint 31;1058;strada labirint 108
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;222;bulevardul lascar catargiu 44;401;bulevardul catargiu lascar 40
{"matched":[0,1,2,-1],"matchScore":[1,0.45714285714285713,0.31785714285714284,0],"exact":1,"score":1.775,"order":1,"size":0.25};1048.892857142857;223;strada leonida varnali 17;1067;strada leon voda 3
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;224;strada lipscani 70;1050;strada lipscani 77
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;225;strada lipscani 75;1050;strada lipscani 77
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;226;strada lipscani 12;1069;strada lipscani 1
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;227;strada lipscani 21;1072;strada lipscani 24
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;228;strada lipscani 29;1072;strada lipscani 24
{"matched":[0,1,2],"matchScore":[1,1,0.375],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};110.375;229;strada lipscani 31-33;1069;strada lipscani 1
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;230;strada lipscani 57;1085;strada lipscani 51
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;231;strada lipscani 61;1089;strada lipscani 66
{"matched":[0,1,2],"matchScore":[1,1,0.3333333333333333],"exact":2,"score":2.3333333333333335,"order":1,"size":0.3333333333333333};110.33333333333333;232;strada lipscani 94;1072;strada lipscani 24
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;233;strada lizeanu 18;812;strada lizeanu 13
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};110.95555555555555;234;strada lizeanu 19a;1106;strada lizeanu 19
{"matched":[0,1,2,3,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":1,"size":0.2};11110;235;strada logofatul luca stroici 1;1117;strada logofatul luca stroici 33a
{"matched":[0,1,2,3,-1],"matchScore":[1,1,1,1,0],"exact":4,"score":4,"order":1,"size":0.2};11110;236;strada logofatul luca stroici 7;1117;strada logofatul luca stroici 33a
{"matched":[0,1,2],"matchScore":[1,1,0.43333333333333335],"exact":2,"score":2.4333333333333336,"order":1,"size":0.3333333333333333};110.43333333333334;237;strada londra 16-20;11;strada londra 16
{"matched":[0,2,3],"matchScore":[1,0.3666666666666667,1],"exact":2,"score":2.3666666666666667,"order":0.7777777777777777,"size":0.25};104.66666666666667;238;strada lunii 2;5;strada 11 iunie 2
{"matched":[0,2,3],"matchScore":[1,0.38,1],"exact":2,"score":2.38,"order":0.7777777777777777,"size":0.25};104.8;239;strada lunii 8;225;strada blank louis 8
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;240;strada mantuleasa 42;1232;strada mantuleasa 10
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;241;strada maria rosetti 10;1695;strada rosetti maria 15
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;242;strada maria rosetti 53;1695;strada rosetti maria 15
{"matched":[0,3,4],"matchScore":[1,0.425,1],"exact":2,"score":2.425,"order":0.6444444444444446,"size":0.2};105.25;243;strada matasari 12;193;strada berthelot henri mathias 12
{"matched":[0,1,3],"matchScore":[1,0.41833333333333333,0.35],"exact":1,"score":1.7683333333333335,"order":0.7777777777777777,"size":0.25};104.53333333333333;244;strada matasari 44;1200;strada matei basarab 46
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};1110.3333333333333;245;strada matei basarab 31;1205;strada matei basarab 51
